Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Helm, John L; Billam, Thomas P; Rakonjac, Ana; Cornish, Simon L; Gardiner, Simon A; ",Spin-orbit-coupled interferometry with ring-trapped Bose-Einstein condensates,Physical review letters,120,6,063201,2018,APS
"Sawant, Rahul; Blackmore, Jacob A; Gregory, Philip D; Mur-Petit, Jordi; Jaksch, Dieter; Aldegunde, Jesús; Hutson, Jeremy M; Tarbutt, MR; Cornish, Simon L; ",Ultracold polar molecules as qudits,New Journal of Physics,22,1,013027,2020,IOP Publishing
"Cornish, Simon; ",Coherences and collisions of ultracold RbCs molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2019,,P06. 002,2019,
"Billam, TP; Cornish, SL; Gardiner, SA; ",Realizing bright-matter-wave-soliton collisions with controlled relative phase,Physical Review A,83,4,041602,2011,APS
"Wieman, C; Roberts, J; Cornish, S; Claussen, N; Cornell, E; ",85Rubidium—a Bose–Einstein condensate with adjustable interactions,Quantum Electronics and Laser Science Conference,,,QWB4,2000,Optica Publishing Group
"Köppinger, MP; McCarron, DJ; Cho, HW; Jenkin, DL; Blackley, CL; Le-Sueur, CR; Julienne, PS; Hutson, JM; Cornish, SL; ",Feshbach spectroscopy of an ultracold Rb-Cs mixture,,,,,,
"Marchant, AL; Händel, S; Wiles, TP; Hopkins, SA; Cornish, SL; ",Guided transport of ultracold gases of rubidium up to a room-temperature dielectric surface,New Journal of Physics,13,12,125003,2011,IOP Publishing
"McCarron, DJ; Cho, HW; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Immiscibility in a Quantum Degenerate Mixture of 87Rb and 133Cs,arXiv preprint arXiv:1102.1576,,,,2011,
"Butler, KL; Hopkins, SA; Cornish, SL; ",AtMol,,,,,1991,Citeseer
"Gregory, Philip D; Blackmore, Jacob A; Bromley, Sarah L; Cornish, Simon L; ",Loss of Ultracold Rb 87 Cs 133 Molecules via Optical Excitation of Long-Lived Two-Body Collision Complexes,Physical Review Letters,124,16,163402,2020,APS
"Gregory, Philip D; Frye, Matthew D; Blackmore, Jacob A; Bridge, Elizabeth M; Sawant, Rahul; Hutson, Jeremy M; Cornish, Simon L; ",Are ultracold molecular collisions sticky?,arXiv preprint arXiv:1904.00654,,,,2019,
"Gregory, Philip D; Blackmore, Jacob A; Bromley, Sarah L; Hutson, Jeremy M; Cornish, Simon L; ",Robust storage qubits in ultracold polar molecules,Nature Physics,17,10,1149-1153,2021,Nature Publishing Group
"Marchant, Anna; Billam, Thomas; Yu, Manfred; Rakonjac, Ana; Helm, John; Weiss, Christoph; Polo, Juan; Gardiner, Simon; Cornish, Simon; ",Classical and quantum reflection of bright matter-wave solitons,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2016,,M6. 001,2016,
"Butler, K; Guttridge, A; Kemp, S; Cornish, SL; Freytag, R; Hinds, EA; Tarbutt, MR; ",A versatile dual-species Zeeman slower for caesium and ytterbium,Review of Scientific Instruments,87,4,,2016,
"Wieman, C; Roberts, J; Cornish, S; Claussen, N; Cornell, E; ",/sup 85/rubidium-a Bose-Einstein condensate with adjustable interactions,Quantum Electronics and Laser Science Conference (QELS 2000). Technical Digest. Postconference Edition. TOPS Vol. 40 (IEEE Cat. No. 00CH37089),,,98,2000,IEEE
"Gertjerenken, B; Wiles, TP; Jones, E; Carr, LD; Gardiner, SA; Cornish, SL; Breuer, HP; Weiss, C; ",Simulating the Center-of-Mass Motion of Many-Particle Quantum Bright Solitons,,,,,,
"Cornish, Simon; ",From atoms to molecules (and back),Physics,1,,24,2008,APS
"McCarron, DJ; Cho, HW; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Dual-species Bose-Einstein condensate of rb 87 and cs 133,Physical Review A,84,1,011603,2011,APS
"Cornish, SL; Claussen, NR; Roberts, JL; Cornell, EA; Wieman, CE; ",Magnetic field dependence of ultracold inelastic collisions near a feshbach resonance,Physical Review Letters,85,,2000,1795,
"Guttridge, A; Tarbutt, MR; Cornish, SL; Boddy, D; Freytag, R; Hinds, EA; Hopkins, SA; Kemp, SL; ",Sensitive spectroscopy of an ytterbium atomic beam,At. Mol. Opt. Phys.,49,arXiv: 1512.06723,145006,2015,
"Brooks, RV; Guttridge, A; Frye, Matthew D; Ruttley, DK; Spence, S; Hutson, Jeremy M; Cornish, Simon L; ",Feshbach Spectroscopy of Cs Atom Pairs in Optical Tweezers,arXiv preprint arXiv:2204.08877,,,,2022,
"Brooks, RV; Spence, S; Guttridge, A; Alampounti, A; Rakonjac, A; McArd, LA; Hutson, Jeremy M; Cornish, Simon L; ",Preparation of one 87Rb and one 133Cs atom in a single optical tweezer,New Journal of Physics,23,6,065002,2021,IOP Publishing
"Blackley, Caroline L; Le Sueur, C Ruth; Hutson, Jeremy M; McCarron, Daniel J; Köppinger, Michael P; Cho, Hung-Wen; Jenkin, Daniel L; Cornish, Simon L; ",Feshbach resonances in ultracold 85 Rb,Physical Review A,87,3,033611,2013,APS
"Marchant, AL; Billam, TP; Yu, MMH; Rakonjac, A; Helm, JL; Polo, J; Weiss, C; Gardiner, SA; Cornish, SL; ",Quantum reflection of bright solitary matter waves from a narrow attractive potential,Physical Review A,93,2,021604,2016,APS
"Jenkin, DL; McCarron, DJ; Köppinger, MP; Cho, HW; Hopkins, SA; Cornish, SL; ",Bose-Einstein condensation of 87Rb in a levitated crossed dipole trap,The European Physical Journal D,65,1,11-18,2011,Springer
"Helm, JL; Cornish, SL; Gardiner, SA; ",Sagnac interferometry using bright matter-wave solitons,Physical review letters,114,13,134101,2015,APS
"Gregory, Philip D; Blackmore, Jacob A; Fernley, Luke M; Bromley, Sarah L; Hutson, Jeremy M; Cornish, Simon L; ",Molecule–molecule and atom–molecule collisions with ultracold RbCs molecules,New Journal of Physics,23,12,125004,2021,IOP Publishing
"Ticknor, C; Parker, NG; Melatos, A; Cornish, SL; O’Dell, DHJ; Martin, AM; ",Collapse times of dipolar Bose-Einstein condensates,Physical Review A,78,6,061607,2008,APS
"Guttridge, Alexander; Hopkins, Stephen A; Frye, Matthew D; McFerran, John J; Hutson, Jeremy M; Cornish, Simon L; ",Production of ultracold Cs* Yb molecules by photoassociation,Physical Review A,97,6,063414,2018,APS
"Bromley, Sarah; Innes, Andrew; Matthies, Jonas; McArd, Lewis; Mortlock, Jonathan; Ratkata, Apichayaporn; Cornish, Simon; ",Towards a quantum gas microscope for molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2020,,K01. 171,2020,
"Sawant, Rahul; Blackmore, Jacob A; Gregory, Philip D; Mur-Petit, Jordi; Jaksch, Dieter; Aldegunde, Jesús; Hutson, Jeremy M; Tarbutt, MR; Cornish, Simon L; ",Ultracold molecules as qudits,arXiv preprint arXiv:1909.07484,,,,2019,
"Cornish, Simon; ",Controlling Collisions in a Two-Electron Atomic Gas,Physics,8,,125,2015,APS
"Bakule, P; Bagayev, SN; Baird, PEG; Boshier, MG; Cornish, SL; Dychkov, S; Hughes, VW; Jungmann, K; Lane, IC; Liu, Y-W; ",Laser system for 1S-2S spectroscopy of Muonium at RAL,KEK PROCEEDINGS,,,8-17,1998,NATIONAL LABORATORY FOR HIGH ENERGY PHYSICS
"Ma, Zhao-Yuan; Foot, Christopher J; Cornish, Simon L; ",Optimized evaporative cooling using a dimple potential: an efficient route to Bose–Einstein condensation,"Journal of Physics B: Atomic, Molecular and Optical Physics",37,15,3187,2004,IOP Publishing
"Wales, Oliver J; Rakonjac, Ana; Billam, Thomas P; Helm, John L; Gardiner, Simon A; Cornish, Simon L; ",Splitting and recombination of bright-solitary-matter waves,Communications Physics,3,1,1-9,2020,Nature Publishing Group
"McCarron, DJ; King, SA; Cornish, SL; ",Modulation transfer spectroscopy in atomic rubidium,Measurement science and technology,19,10,105601,2008,IOP Publishing
"Molony, Peter K; Kumar, Avinash; Gregory, Philip D; Kliese, Russell; Puppe, Thomas; Le Sueur, C Ruth; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",Measurement of the binding energy of ultracold Rb 87 Cs 133 molecules using an offset-free optical frequency comb,Physical Review A,94,2,022507,2016,APS
"Thomas, AM; Hopkins, S; Cornish, SL; Foot, CJ; ",Strong evaporative cooling towards Bose–Einstein condensation of a magnetically trapped caesium gas,Journal of Optics B: Quantum and Semiclassical Optics,5,2,S107,2003,IOP Publishing
"Hopkins, SA; Butler, K; Guttridge, A; Kemp, S; Freytag, R; Hinds, EA; Tarbutt, MR; Cornish, SL; ",A versatile dual-species Zeeman slower for caesium and ytterbium,Review of Scientific Instruments,87,4,043109,2016,AIP Publishing LLC
"Meyer, V; Bagayev, SN; Baird, PEG; Bakule, P; Boshier, MG; Breitruck, A; Cornish, SL; Dychkov, S; Eaton, GH; Grossmann, A; ",Measurement of the muonium 1S-2S transition frequency,1998 Conference on Precision Electromagnetic Measurements Digest (Cat. No. 98CH36254),,,8-9,1998,IEEE
"Billam, Thomas P; Blackley, Caroline L; Gertjerenken, Bettina; Cornish, Simon L; Weiss, Christoph; ",Entangling two distinguishable quantum bright solitons via collisions,Journal of Physics: Conference Series,497,1,012033,2014,IOP Publishing
"McCarron, DJ; Cho, HW; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Dual-species Bose-Einstein condensate of {sup 87} Rb and {sup 133} Cs,Physical Review. A,84,1,,2011,
"Frye, Matthew D; Cornish, Simon L; Hutson, Jeremy M; ",Prospects of forming high-spin polar molecules from ultracold atoms,Physical Review X,10,4,041005,2020,APS
"Gregory, Philip D; Frye, Matthew D; Blackmore, Jacob A; Bridge, Elizabeth M; Sawant, Rahul; Hutson, Jeremy M; Cornish, Simon L; ",Sticky collisions of ultracold RbCs molecules,Nature communications,10,1,1-7,2019,Nature Publishing Group
"Hopkins, Stephen A; Cornish, Simon L; ",Experimental Techniques of Matterwave Optics,,,,,,
"Gregory, Philip D; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",Controlling the rotational and hyperfine state of ultracold Rb 87 Cs 133 molecules,Physical Review A,94,4,041403,2016,APS
"Guttridge, A; Hopkins, SA; Kemp, SL; Frye, Matthew D; Hutson, Jeremy M; Cornish, Simon L; ",Interspecies thermalization in an ultracold mixture of Cs and Yb in an optical trap,Physical Review A,96,1,012704,2017,APS
"Claussen, NR; Cornish, SL; Roberts, JL; Cornell, Eric A; Wieman, CE; ",85 Rb BEC near a Feshback resonance,AIP Conference Proceedings,551,1,325-336,2001,American Institute of Physics
"Wilson, Kali E; Guttridge, Alexander; Liu, I-Kang; Segal, Jack; Billam, Thomas P; Parker, Nick G; Proukakis, NP; Cornish, Simon L; ",Dynamics of a degenerate Cs-Yb mixture with attractive interspecies interactions,Physical Review Research,3,3,033096,2021,APS
"Cho, Hung-Wen; McCarron, Daniel J; Köppinger, Michael P; Jenkin, Daniel L; Butler, Kirsteen L; Julienne, Paul S; Blackley, Caroline L; Le Sueur, C Ruth; Hutson, Jeremy M; Cornish, Simon L; ",Feshbach spectroscopy of an ultracold mixture of 85 Rb and 133 Cs,Physical Review A,87,1,010703,2013,APS
"Kemp, SL; Butler, KL; Freytag, R; Hopkins, SA; Hinds, EA; Tarbutt, MR; Cornish, SL; ",Production and characterization of a dual species magneto-optical trap of cesium and ytterbium,Review of Scientific Instruments,87,2,023105,2016,AIP Publishing LLC
"Pattinson, RW; Billam, TP; Gardiner, SA; McCarron, DJ; Cho, HW; Cornish, SL; Parker, NG; Proukakis, NP; ",Equilibrium solutions for immiscible two-species Bose-Einstein condensates in perturbed harmonic traps,Physical Review A,87,1,013625,2013,APS
"Hughes, Michael; Frye, Matthew D; Sawant, Rahul; Bhole, Gaurav; Jones, Jonathan A; Cornish, Simon L; Tarbutt, MR; Hutson, Jeremy M; Jaksch, Dieter; Mur-Petit, Jordi; ",Robust entangling gate for polar molecules using magnetic and microwave fields,Physical Review A,101,6,062308,2020,APS
"Pattinson, Robert; Parker, Nick; Proukakis, Nick; Liu, I; Gou, Shih-Chuan; Gardiner, Simon; McCarron, Daniel; Cho, Hung-Wen; Cornish, Simon; Billam, Tom; ",Structure formation in immiscible two-species Bose-Einstein condensates in perturbed harmonic traps,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2013,,G4. 009,2013,
"Cornish, Simon; Gregory, Philip; Bromley, Sarah; Fernley, Luke; Tao, Li; Kotochigova, Svetlana; ",Development of a rotationally magic trap for ultracold RbCs molecules,Bulletin of the American Physical Society,,,,2022,APS
"Roberts, Jacob L; Claussen, Neil R; Cornish, Simon L; Donley, Elizabeth A; Cornell, Eric A; Wieman, Carl E; ",Controlled collapse of a Bose-Einstein condensate,Physical Review Letters,86,19,4211,2001,APS
"Hopkins, SA; Webster, S; Arlt, J; Bance, P; Cornish, S; Marago, O; Foot, CJ; ",Measurement of elastic cross section for cold cesium collisions,Physical Review A,61,3,032707,2000,APS
"Gertjerenken, Bettina; Billam, Thomas P; Blackley, Caroline L; Le Sueur, C Ruth; Khaykovich, Lev; Cornish, Simon L; Weiss, Christoph; ",Generating mesoscopic Bell states via collisions of distinguishable quantum bright solitons,Physical Review Letters,111,10,100406,2013,APS
"Marchant, AL; Händel, S; Hopkins, SA; Wiles, TP; Cornish, SL; ",Bose-Einstein condensation of 85 Rb by direct evaporation in an optical dipole trap,Physical Review A,85,5,053647,2012,APS
"Cornish, Simon; Gregory, Phillip; Blackmore, Jacob; Bromley, Sarah; ",Observation of photoinduced two-body loss of ultracold RbCs molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2020,,T06. 002,2020,
"Ticknor, C; Parker, NG; Melatos, A; Cornish, SL; O'Dell, DHJ; Martin, AM; ",Publisher's copyright statement: cO 2008 The American Physical Society Additional information,PHYSICAL REVIEW A Phys Rev A,78,,061607,2008,American Physical Society
"Harris, ML; Tierney, P; Cornish, SL; ",Towards a quantum degenerate^ 1^ 3^ 3Cs-^ 8^ 7Rb mixture,EUROPHYSICS CONFERENCE ABSTRACTS ECA,30,D,160,2006,EUROPEAN PHYSICAL SOCIETY
"Blackmore, Jacob A; Caldwell, Luke; Gregory, Philip D; Bridge, Elizabeth M; Sawant, Rahul; Aldegunde, Jesús; Mur-Petit, Jordi; Jaksch, Dieter; Hutson, Jeremy M; Sauer, BE; ",Ultracold molecules for quantum simulation: rotational coherences in CaF and RbCs,Quantum Science and Technology,4,1,014010,2018,IOP Publishing
"Claussen, NR; Cornell, EA; Cornish, SL; Donley, EA; Roberts, JL; ",Controlled Collapse of a Bose-Einstein Condensate,Physical Review Letters,86,19,,2003,
"Roberts, JL; Claussen, NR; Cornish, SL; Wieman, CE; ",Magnetic Field Dependence of Inelastic Collisions Near a Feshbach Resonance,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",14,,B2. 03,2000,
"Wieman, Carl E; Donley, Elizabeth A; Claussen, Neil R; Thompson, Sarah T; Cornish, Simon L; Roberts, Jacob L; ",Quantum Implosions and Explosions in a 85 RB Bec,Laser Spectroscopy,,,3-11,2002,World Scientific
"Liu, I-K; Pattinson, RW; Billam, TP; Gardiner, SA; Cornish, SL; Huang, T-M; Lin, W-W; Gou, S-C; Parker, NG; Proukakis, NP; ",Stochastic growth dynamics and composite defects in quenched immiscible binary condensates,Physical Review A,93,2,023628,2016,APS
"Blackmore, Jacob A; Gregory, Philip D; Hutson, Jeremy M; Cornish, Simon L; ",Diatomic-py: A python module for calculating the rotational and hyperfine structure of $^ 1\Sigma $ molecules,arXiv preprint arXiv:2205.05686,,,,2022,
"McCarron, DJ; Cho, HW; Köppinger, MP; Jenkin, DL; Butler, KL; Blackley, CL; Le-Sueur, CR; Hutson, JM; Cornish, SL; ",Feshbach spectroscopy of an ultracold 85 Rb-133 Cs mixture,a a,12,22,11,,
"Mur-Petit, J; Sawant, R; Blackmore, JA; Gregory, PD; Hutson, JM; Jaksch, D; Aldegunde, J; Tarbutt, MR; Cornish, Simon L; ",Ultracold polar molecules as qudits,New Journal of Physics,22,1,,2020,IOP Publishing
"Fan, Isaac; Chang, Chun-Yu; Wang, Li-Bang; Cornish, Simon L; Shy, Jow-Tsong; Liu, Yi-Wei; ",New Determination of Muonium-Deuterium 1S-2S Isotope Shift,arXiv preprint arXiv:1310.1660,,,,2013,
"Brooks, R; Spence, S; Guttridge, A; Alampounti, A; Rakonjac, A; McArd, LA; Hutson, Jeremy M; Cornish, Simon L; ",Preparation of one Rb-87 and one Cs-133 atom in a single optical tweezer,NEW JOURNAL OF PHYSICS,23,6,,2021,"IOP PUBLISHING LTD TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND"
"Cornish, Simon Lee; ",A solid state laser system for high resolution spectroscopy of the 1S-2S transition in muonium,,,,,1998,
"Guttridge, A; Hopkins, SA; Kemp, SL; Boddy, D; Freytag, R; Jones, MPA; Tarbutt, MR; Hinds, EA; Cornish, SL; ",Direct loading of a large Yb MOT on the transition,"Journal of Physics B: Atomic, Molecular and Optical Physics",49,14,145006,2016,IOP Publishing
"Patel, Hannah J; Blackley, Caroline L; Cornish, Simon L; Hutson, Jeremy M; ","Feshbach resonances, molecular bound states, and prospects of ultracold-molecule formation in mixtures of ultracold K and Cs",Physical Review A,90,3,032716,2014,APS
"Pattinson, RW; Cornish, SL; McCarron, DJ; Proukakis, NP; Billam, TP; Parker, NG; Gardiner, SA; Cho, HW; ",Equilibrium density structures in trapped immiscible two-species Bose-Einstein condensates,,,,,2012,
"Cornish, Simon L; Gregory, Phil; Molony, Peter K; Kumar, Avinash; Le Sueur, C Ruth; Hutson, Jeremy M; ",THE CREATION OF ULTRACOLD RBCS MOLECULES IN THE ROVIBRATIONAL GROUND STATE,Matariki Workshop on Quantum Science,,,41,,
"Gregory, Philip; Blackmore, Jacob; Bromley, Sarah; Cornish, Simon; ",Loss of ultracold RbCs molecules via optical excitation of long-lived two-body collision complexes,Bulletin of the American Physical Society,66,,,2021,APS
"Hopkins, SA; Butler, K; Guttridge, A; Kemp, S; Freytag, R; Hinds, EA; Tarbutt, MR; Cornish, SL; ","Publisher’s Note:“A versatile dual-species Zeeman slower for caesium and ytterbium”[Rev. Sci. Instrum. 87, 043109 (2016)]",Review of Scientific Instruments,87,4,049903,2016,AIP Publishing LLC
"Meyer, V; Bagayev, SN; Baird, PEG; Bakule, P; Boshier, MG; Breitrück, A; Cornish, SL; Dychkov, S; Eaton, GH; Grossmann, A; ",Pulsed laser spectroscopy in muonium and deuterium,Hyperfine Interactions,127,1,197-200,2000,Springer
"Gregory, Philip; Blackmore, Jacob; Bromley, Sarah; Hutson, Jeremy; Cornish, Simon; ",Robust storage qubits in ultracold RbCs molecules,Bulletin of the American Physical Society,66,,,2021,APS
"Weiss, Christoph; Cornish, Simon L; Gardiner, Simon A; Breuer, Heinz-Peter; ",Superballistic center-of-mass motion in one-dimensional attractive Bose gases: Decoherence-induced Gaussian random walks in velocity space,Physical Review A,93,1,013605,2016,APS
"Spence, S; Brooks, RV; Ruttley, DK; Guttridge, A; Cornish, Simon L; ",Preparation of $^{87} $ Rb and $^{133} $ Cs in the motional ground state of a single optical tweezer,arXiv preprint arXiv:2205.09457,,,,2022,
"Köppinger, MP; Gregory, PD; Jenkin, DL; McCarron, DJ; Marchant, AL; Cornish, SL; ",Repeated output coupling of ultracold Feshbach molecules from a Cs BEC,New Journal of Physics,16,11,115016,2014,IOP Publishing
"Blackmore, Jacob A; Gregory, Philip D; Bromley, Sarah L; Cornish, Simon L; ",Coherent manipulation of the internal state of ultracold 87 Rb 133 Cs molecules with multiple microwave fields,Physical Chemistry Chemical Physics,22,47,27529-27538,2020,Royal Society of Chemistry
"Cornish, Simon L; Thompson, Sarah T; Wieman, Carl E; ","General Physics: Statistical and Quantum Mechanics, Quantum Information, etc.-Formation of Bright Matter-Wave Solitons during the Collapse of Attractive Bose-Einstein Condensates",Physical Review Letters,96,17,170401-170500,2006,"[Woodbury, NY, etc.] American Physical Society."
"Cornish, Simon L; Cassettari, Donatella; ",Recent progress in Bose-Einstein condensation experiments,"Philosophical Transactions of the Royal Society of London. Series A: Mathematical, Physical and Engineering Sciences",361,1813,2699-2713,2003,The Royal Society
"Harris, ML; Tierney, P; Cornish, SL; ",Magnetic trapping of a cold Rb–Cs atomic mixture,"Journal of physics B: atomic, molecular and optical physics",41,3,035303,2008,IOP Publishing
"Choa, HW; McCarrona, DJ; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Towards a quantum gas of polar RbCs molecules,,,,,2013,
"Guttridge, Alex; Brooks, Ralph; Spence, Stefan; Ruttley, Daniel; Hutson, Jeremy; Cornish, Simon; ",Towards an optical tweezer array of individually trapped RbCs molecules,Bulletin of the American Physical Society,66,,,2021,APS
"Händel, S; Marchant, AL; Wiles, TP; Hopkins, SA; Cornish, SL; ",Magnetic transport apparatus for the production of ultracold atomic gases in the vicinity of a dielectric surface,Review of Scientific Instruments,83,1,013105,2012,American Institute of Physics
"Cornish, SL; Liu, Yi-Wei; Lane, IC; Baird, PEG; Barwood, GP; Taylor, P; Rowley, WRC; ","Instrumentation, Measurement, and Metrology-Interferometric measurements of 127I2 reference frequencies for 1 S-2 S spectroscopy in muonium, hydrogen, and deuterium",Journal of the Optical Society of America-B-Optical Physics,17,1,,2000,"Washington, DC: The Society, c1984-"
"Marchant, AL; Billam, TP; Wiles, TP; Yu, MMH; Gardiner, SA; Cornish, SL; ",Controlled formation and reflection of a bright solitary matter-wave,Nature communications,4,1,1-6,2013,Nature Publishing Group
"Donley, Elizabeth A; Claussen, Neil R; Cornish, Simon L; Roberts, Jacob L; Cornell, Eric A; Wieman, Carl E; ",Dynamics of collapsing and exploding Bose–Einstein condensates,Nature,412,6844,295-299,2001,Nature Publishing Group
"Köppinger, Michael P; McCarron, Daniel J; Jenkin, Daniel L; Molony, Peter K; Cho, Hung-Wen; Cornish, Simon L; Le Sueur, C Ruth; Blackley, Caroline L; Hutson, Jeremy M; ",Production of optically trapped RbCs 87 Feshbach molecules,Physical Review A,89,3,033604,2014,APS
"Gregory, PD; Molony, PK; Köppinger, MP; Kumar, A; Ji, Z; Lu, B; Marchant, AL; Cornish, SL; ","A simple, versatile laser system for the creation of ultracold ground state molecules",New Journal of Physics,17,5,055006,2015,IOP Publishing
"Cornish, Simon L; Claussen, Neil R; Roberts, Jacob L; Cornell, Eric A; Wieman, Carl E; ",Stable 85 Rb Bose-Einstein condensates with widely tunable interactions,Physical Review Letters,85,9,1795,2000,APS
"Köppinger, MP; McCarron, DJ; Molony, PK; Blackley, CL; Le-Sueur, CR; Hutson, JM; Cornish, SL; ",Creation of ultracold Cs,,,,,,
"Gregory, Philip D; Blackmore, Jacob A; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",ac Stark effect in ultracold polar (RbCs)-Rb-87-Cs-133 molecules,PHYSICAL REVIEW A,96,2,,2017,"AMER PHYSICAL SOC ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA"
"Guttridge, Alexander; Frye, Matthew D; Yang, BC; Hutson, Jeremy M; Cornish, Simon L; ",Two-photon photoassociation spectroscopy of CsYb: Ground-state interaction potential and interspecies scattering lengths,Physical Review A,98,2,022707,2018,APS
"Freytag, R; Petersen, M; Hinds, EA; Tarbutt, M; Butler, K; Kemp, S; Hopkins, SA; Brue, DA; Hutson, JM; Cornish, SL; ",Towards a quantum gas of polar YbCs molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2013,,Q1. 040,2013,
"Gregory, Phil; Blackmore, Jacob; Bromley, Sarah; Frye, Matthew; Hutson, Jeremy; Cornish, Simon; ",Collisions of ultracold RbCs molecules,APS March Meeting Abstracts,2021,,L26. 001,2021,
"Blackmore, Jacob A; Sawant, Rahul; Gregory, Philip D; Bromley, Sarah L; Aldegunde, Jesús; Hutson, Jeremy M; Cornish, Simon L; ",Controlling the ac Stark effect of RbCs with dc electric and magnetic fields,Physical Review A,102,5,053316,2020,APS
"Roberts, JL; Claussen, NR; Cornish, SL; Donley, EA; Cornell, EA; Wieman, CE; ",Controlled Collapse of a Bose-Einstein Condensate,Collected Papers Of Carl Wieman,,,605-608,2008,World Scientific
"Molony, Peter K; Gregory, Philip D; Kumar, Avinash; Le Sueur, C Ruth; Hutson, Jeremy M; Cornish, Simon L; ",Production of ultracold 87Rb133Cs in the absolute ground state: complete characterisation of the stimulated Raman adiabatic passage transfer,ChemPhysChem,17,22,3811-3817,2016,Wiley Online Library
"Wilson, Kali E; Guttridge, Alexander; Segal, Jack; Cornish, Simon L; ",Quantum degenerate mixtures of Cs and Yb,Physical Review A,103,3,033306,2021,APS
"Guan, Q; Cornish, Simon L; Kotochigova, S; ",Magic conditions for multiple rotational states of bialkali molecules in optical lattices,Physical Review A,103,4,043311,2021,APS
"Roberts, JL; Burke, JP; Claussen, NR; Cornish, SL; Donley, EA; Wieman, CE; ",Publisher's copyright statement: cO 2001 by The American Physical Society. All rights reserved. Additional information,,,,,2008,
"Carr, Lincoln D; Cornish, Simon L; ",A New Spin on Ultracold Molecules,Physics,10,,107,2017,APS
"Cornish, SL; Liu, Yi-Wei; Lane, IC; Baird, PEG; Barwood, GP; Taylor, P; Rowley, WRC; ","Interferometric measurements of 127 I 2 reference frequencies for 1S–2S spectroscopy in muonium, hydrogen, and deuterium",JOSA B,17,1,6-10,2000,Optica Publishing Group
"Meyer, V; Bagayev, SN; Baird, PEG; Bakule, P; Boshier, MG; Breitrück, A; Cornish, SL; Dychkov, S; Eaton, GH; Grossmann, A; ",Measurement of the 1 s− 2 s Energy Interval in Muonium,Physical review letters,84,6,1136,2000,APS
"Gregory, Philip D; Blackmore, Jacob A; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",ac Stark effect in ultracold polar Rb 87 Cs 133 molecules,Physical Review A,96,2,021402,2017,APS
"Ma, ZY; Thomas, AM; Foot, CJ; Cornish, SL; ",The evaporative cooling of a gas of caesium atoms in the hydrodynamic regime,"Journal of Physics B: Atomic, Molecular and Optical Physics",36,16,3533,2003,IOP Publishing
"Cornish, Simon L; Hutson, Jeremy M; ",Toward a coherent ultracold chemistry,Science,375,6584,975-976,2022,American Association for the Advancement of Science
"Gregory, Philip D; Blackmore, Jacob A; Bridge, Elizabeth M; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",Coherent Control and Trapping of Ultracold 87 Rb 133 Cs Molecules,,,,,,
"Guttridge, A; Hopkins, SA; Kemp, SL; Boddy, D; Freytag, R; Jones, MPA; Tarbutt, MR; Hinds, EA; Cornish, SL; ",Simultaneous frequency stabilisation of 399 nm and 556 nm lasers via fluorescence spectroscopy of an atomic beam: application to laser cooling of Yb,arXiv preprint arXiv:1512.06723,,,,2015,
"Molony, PK; Köppinger, MP; McCarron, DJ; Gregory, PD; Lu, B; Ji, Z; Blackley, CL; Le-Sueur, CR; Hutson, JM; Cornish, SL; ",Creation of ultracold RbCs molecules,,,,,,Citeseer
"Blackmore, Jacob A; Caldwell, Luke; Gregory, Philip D; Bridge, Elizabeth M; Sawant, Rahul; Aldegunde, Jesús; Mur-Petit, Jordi; Jaksch, Dieter; Hutson, Jeremy M; Sauer, BE; ",Ultracold molecules: a platform for quantum simulation,Preprint at http://arXiv. org/abs/1804.02372 v1,,,,2018,
"Cornish, Simon L; ",Probing quantum many-body physics with bright matter-wave solitons and ultracold polar molecules,Laser Science,,,LM4H. 4,2014,Optica Publishing Group
"Wilson, Kali; Guttridge, Alexander; Segal, Jack; Cornish, Simon; ",Generation and dynamics of a degenerate CsYb mixture,Bulletin of the American Physical Society,66,,,2021,APS
"Cornish, Simon L; Thompson, Sarah T; Wieman, Carl E; ",Formation of bright matter-wave solitons during the collapse of attractive Bose-Einstein condensates,Physical review letters,96,17,170401,2006,APS
